model,family,mode,seed,window_start_s,window_label,prediction,sensor_score,sensor_cusum,sensor_alarm,ddm_state,adaptive_window_state,model_reset,source_model,feature_count
ddm_reset_gaussian,sybil,attack,234567,240,1,0,30.0,11.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,234567,300,1,0,30.0,22.0,0,drift,stable,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,234567,360,1,0,30.0,33.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,234567,420,1,0,31.0,45.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,234567,480,1,0,30.0,56.0,1,drift,stable,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,240,1,0,30.0,11.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,300,1,0,30.0,22.0,0,drift,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,360,1,0,30.0,33.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,420,1,0,31.0,45.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,234567,480,1,0,30.0,56.0,1,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,420,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,234567,480,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,420,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,234567,480,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,420,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,234567,480,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,240,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,420,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,234567,480,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,300,1,0,30.0,21.0,0,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,360,1,0,30.0,32.0,0,drift,drift,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,420,1,0,31.0,44.0,0,drift,drift,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,345678,480,1,0,30.0,55.0,1,drift,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,300,1,0,30.0,21.0,0,drift,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,360,1,0,30.0,32.0,0,drift,drift,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,420,1,1,31.0,44.0,0,drift,drift,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,345678,480,1,1,30.0,55.0,1,drift,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,300,1,0,30.0,21.0,0,drift,stable,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,360,1,0,30.0,32.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,420,1,1,31.0,44.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,345678,480,1,0,30.0,55.0,1,drift,stable,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,300,1,0,30.0,21.0,0,drift,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,360,1,0,30.0,32.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,420,1,1,31.0,44.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,345678,480,1,0,30.0,55.0,1,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,345678,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,345678,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,345678,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,0,0,0,8.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,345678,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,300,1,0,30.0,21.0,0,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,360,1,0,30.0,32.0,0,drift,drift,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,420,1,0,31.0,44.0,0,drift,drift,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,456789,480,1,0,30.0,55.0,1,drift,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,300,1,0,30.0,21.0,0,drift,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,360,1,0,30.0,32.0,0,drift,drift,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,420,1,1,31.0,44.0,0,drift,drift,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,456789,480,1,1,30.0,55.0,1,drift,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,300,1,0,30.0,21.0,0,drift,stable,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,360,1,0,30.0,32.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,420,1,0,31.0,44.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,456789,480,1,0,30.0,55.0,1,drift,stable,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,240,1,0,29.0,10.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,300,1,0,30.0,21.0,0,drift,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,360,1,0,30.0,32.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,420,1,0,31.0,44.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,456789,480,1,0,30.0,55.0,1,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,456789,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,control,456789,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,control,456789,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,0,0,0,7.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,180,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,240,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,300,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,360,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,420,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,control,456789,480,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,240,1,0,30.0,11.0,0,stable,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,300,1,0,30.0,22.0,0,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,360,1,0,30.0,33.0,0,drift,drift,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,420,1,0,31.0,45.0,0,drift,drift,0,blackhole_gaussian_nb,57
static_gaussian,sybil,attack,567890,480,1,0,30.0,56.0,1,drift,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,240,1,0,30.0,11.0,0,stable,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,300,1,0,30.0,22.0,0,drift,stable,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,360,1,0,30.0,33.0,0,drift,drift,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,420,1,1,31.0,45.0,0,drift,drift,0,blackhole_gaussian_nb,57
online_gaussian,sybil,attack,567890,480,1,1,30.0,56.0,1,drift,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,240,1,0,30.0,11.0,0,stable,stable,0,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,300,1,0,30.0,22.0,0,drift,stable,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,360,1,0,30.0,33.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,420,1,0,31.0,45.0,0,drift,drift,1,blackhole_gaussian_nb,57
ddm_reset_gaussian,sybil,attack,567890,480,1,0,30.0,56.0,1,drift,stable,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,120,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,180,0,0,0.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,240,1,0,30.0,11.0,0,stable,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,300,1,0,30.0,22.0,0,drift,stable,0,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,360,1,0,30.0,33.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,420,1,0,31.0,45.0,0,drift,drift,1,blackhole_gaussian_nb,57
adaptive_window_reset_gaussian,sybil,attack,567890,480,1,0,30.0,56.0,1,drift,stable,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,0,0,0,9.0,0.0,0,awaiting_label,awaiting_label,0,blackhole_gaussian_nb,57
static_gaussian,sybil,control,567890,60,0,0,1.0,0.0,0,stable,stable,0,blackhole_gaussian_nb,57
